org_name,count,status,routed_to
California Charter Schools,1,in_crosswalk,
California Charter Schools Association Advocates (Ccsaa),1,in_crosswalk,
California Charter Schools Association and HopSkipDrive,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Check Cashing Association,1,in_crosswalk,
California Check Cashing Stores II,1,in_crosswalk,
California Chemical Industry,1,in_crosswalk,
California Cherry Growers & Industry Foundation,1,in_crosswalk,
California Cherry Growers and Industry Foundation,1,in_crosswalk,
California Chicano-Latino Intersegmental Convocation,1,in_crosswalk,
California Chicano-Latino Intersegmental Convocation (CLIC),1,in_crosswalk,
California Child Care & Network,1,in_crosswalk,
California Child Care Coordinator's Association,1,in_crosswalk,
California Child Care Food Program Roundtable,1,in_crosswalk,
California Child Care Resource & Referral Network (Network),1,in_crosswalk,
California Child Care Resource And Referral Network,1,in_crosswalk,
California Child Care Resource and Referral Network (Network),1,already_routed,org_names_partial.csv
"California Child Care Resource and Referral Network, Keisha Nzewi, Co-Director of Public Policy and Member Engagement",1,already_routed,narrative_text_mapping_to_orgs.csv
California Child Care Resources & Referral Network,1,in_crosswalk,
California Child Care and Referral Network,1,in_crosswalk,
California Child Care and Resource Referral Network,1,in_crosswalk,
California Child Care and Resource and Referral Network,1,in_crosswalk,
California Child Development Administrators (CCDAA),1,in_crosswalk,
California Child Development Administrators Association to allow providers to better utilize limited funding and to clarify provisions of existing law,1,already_routed,narrative_text_mapping_to_orgs.csv
"California Child Development Administrators Association, CCDAA",1,in_crosswalk,
"California Child Development Administrators Association, Inc",1,in_crosswalk,
California Child Development Association,1,in_crosswalk,
California Child Development CORPS,1,in_crosswalk,
California Child Development Finance Authority,1,in_crosswalk,
California Child Development Policy,1,already_routed,org_names_partial.csv
California Child Development Policy Institute,1,in_crosswalk,
California Child Development Program Administrators,1,in_crosswalk,
California Child Health Care Program,1,in_crosswalk,
California Child care Resource & Referral Network,1,in_crosswalk,
California Child care Resource and Referral Network,1,in_crosswalk,
"California Child, Youth",1,in_crosswalk,
"California Child, Youth ad Family Coalition",1,in_crosswalk,
"California Child, Youth and (Wesson and Thompson)",1,in_crosswalk,
"California Child, Youth and Family Association",1,in_crosswalk,
"California Child, Youth and Family Coalition (CYFC) is",1,already_routed,narrative_text_mapping_to_orgs.csv
"California Child, Youth with Family Coalition",1,in_crosswalk,
California Childcare Health Program (CCHP),1,in_crosswalk,
California Children And Families Commission,1,in_crosswalk,
California Children and Families Commission (First 5 California),1,in_crosswalk,
California Children and Families Commission (First 5),1,in_crosswalk,
California Children and Families Commission (Proposition 10 Commission),1,in_crosswalk,
California Children and Families First State,1,in_crosswalk,
California Children and Family's Commission,1,in_crosswalk,
California Children' Lobby,1,in_crosswalk,
California Children'S Hospital Association,1,in_crosswalk,
California Children's Advocacy Institute,1,in_crosswalk,
California Children's Council,1,in_crosswalk,
California Children's Health Initiatives Children Now,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Children's Hospital Association to allow the state to obtain over,1,already_routed,narrative_text_mapping_to_orgs.csv
"California Children's Hospital Association, California",1,in_crosswalk,
"California Children's Hospital Association, San Diego",1,in_crosswalk,
California Children's Hospital Partnership,1,in_crosswalk,
California Children's LobbyCalifornia National,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Children's Trust and supported by children's health groups and health care providers,1,already_routed,narrative_text_mapping_to_orgs.csv
California Chinese Engineer Association,1,in_crosswalk,
California Chinese Quangxi Association,1,in_crosswalk,
California Chiropractic,1,in_crosswalk,
California Chiropractic Ass'n,1,in_crosswalk,
California Chiropractic Asso,1,in_crosswalk,
California Chiropractic Associaiton,1,in_crosswalk,
California Chiropractic Association (CCA) would like to be amended,1,already_routed,narrative_text_mapping_to_orgs.csv
California Chiropractic Association Coalition for Natural Health,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Chiropractic Association: California Medical Association,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Chiropractic Association: California Women Lawyers,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Chiropractic Association: Coalition for Natural Health,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Chiropractic Examiners Board,1,in_crosswalk,
California Chiropractic Foundation,1,in_crosswalk,
California Chiropractor Association,1,in_crosswalk,
California Chpt,1,in_crosswalk,
California Christian Home of Rosemead,1,in_crosswalk,
California Chronic Care Coalition San Diego,1,in_crosswalk,
California Chronic Care Foundation,1,in_crosswalk,
California Church Council,1,in_crosswalk,
California Church IMPACT (CCI),1,in_crosswalk,
California Church IMPACT/California Council of Churches,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Church Impact (c4),1,in_crosswalk,
California Church of Jewish Women,1,in_crosswalk,
California Churches IMPACT,1,in_crosswalk,
California Cities Apartment Association,1,in_crosswalk,
California Cities for local Control,1,in_crosswalk,
California Cities of Self-Reliance JPA,1,in_crosswalk,
California Citizens for Custody Evaluation Reform,1,in_crosswalk,
California Citizens for Custody Evaluation Reform?for the Children,1,in_crosswalk,
California Citizens for Health Freedom (CCHF),1,in_crosswalk,
California Citizens for Health Freedom Inc,1,in_crosswalk,
California Citizens for High Speed Rail Accountability,1,in_crosswalk,
California Citizens for a Sound Economy,1,in_crosswalk,
California Citrus Industry,1,in_crosswalk,
California Citrus Manual,1,in_crosswalk,
California Citrus Mutual California Walnut Commission,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Citrus State Historic Park,1,in_crosswalk,
California Citrus State Historic Park Non-Profit Management Corporation,1,in_crosswalk,
California City Chamber of Commerce,1,in_crosswalk,
California City Management Foundation (CCMF),1,in_crosswalk,
California City Museum of Air and Space,1,in_crosswalk,
California City Museum of Air and Space Board of Directors,1,in_crosswalk,
California City Police Department,1,in_crosswalk,
California City Police Officers Association,1,in_crosswalk,
California City Promotions Inc,1,in_crosswalk,
California City and County Child Care Coordinating Council,1,in_crosswalk,
California Civil Justice Association (Formerly Association for California Tort Reform),1,in_crosswalk,
California Civil Rights Conference (CCRC),1,in_crosswalk,
"California Classical Association, Northern Section",1,in_crosswalk,
California Clean Air Reform,1,in_crosswalk,
California Clean DG Coalition (CCDC),1,in_crosswalk,
California Clean Distributed Generation Coalition (CCDC),1,in_crosswalk,
California Clean Money Campaign and California Common Cause,1,in_crosswalk,
California Clean Power Campaign,1,in_crosswalk,
California Cleaners Association: California Bankers Association,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Clerks of the Boards of Supervisors,1,in_crosswalk,
California Climate & Agriculture Network states we,1,already_routed,narrative_text_mapping_to_orgs.csv
California Climate & Energy Environmental Defense Fund,1,in_crosswalk,
"California Climate Campaign, Greenpeace USA",1,in_crosswalk,
California Climate and Agriculture,1,in_crosswalk,
California Climate and Agriculture Netowork,1,in_crosswalk,
"California Climate and Agriculture Network, in support of the bill",1,already_routed,narrative_text_mapping_to_orgs.csv
California Climate and Agriculture |Technology,1,in_crosswalk,
California Clinic Forensic Medical Training Center,1,in_crosswalk,
California Clinical,1,in_crosswalk,
California Clinical Lab Association,1,in_crosswalk,
California Clinical Lab Association and Quest Diagnostics,1,in_crosswalk,
California Clinical Laboratory,1,in_crosswalk,
California Clinical Laboratory Association to allow individuals to request more types of tests from clinical laboratories,1,already_routed,narrative_text_mapping_to_orgs.csv
"California Closet Company, Inc",1,in_crosswalk,
California Clouncil for Environmental and Economic Balance,1,in_crosswalk,
California Club for Growth,1,in_crosswalk,
California Coalition Against Attorney,1,in_crosswalk,
California Coalition Against Domestic Unknown Violence,1,in_crosswalk,
California Coalition Against Gambling Expansion - Need Letter,1,in_crosswalk,
California Coalition Against Sexual Assault (CalCASA),1,in_crosswalk,
California Coalition For Grandparent and Relative,1,in_crosswalk,
California Coalition Of Travel Organizations,1,in_crosswalk,
California Coalition On Sexual Offending,1,in_crosswalk,
"California Coalition Welfare Rights Organizations, Inc",1,in_crosswalk,
California Coalition Youth,1,in_crosswalk,
California Coalition against Gambling Expansion,1,in_crosswalk,
California Coalition for,1,already_routed,org_names_partial.csv
California Coalition for Affordable Housing,1,in_crosswalk,
California Coalition for Behavioral Health,1,in_crosswalk,
California Coalition for Child Safety and Health,1,in_crosswalk,
California Coalition for Childhood Immunizations,1,in_crosswalk,
California Coalition for Children Safety and Health,1,in_crosswalk,
California Coalition for Children's Safety and Health Children's Advocacy Institute,1,in_crosswalk,
California Coalition for Children's Safety and Health which is,1,already_routed,narrative_text_mapping_to_orgs.csv
California Coalition for Children's Safety and Health/California,1,in_crosswalk,
California Coalition for Civil,1,in_crosswalk,
California Coalition for Clean and Quiet Neighborhoods,1,in_crosswalk,
California Coalition for Compassionate Care (CCCC),1,in_crosswalk,
California Coalition for Environmental and Economic Balance,1,in_crosswalk,
California Coalition for Equity in Early Care and Education,1,in_crosswalk,
California Coalition for Ethical Mental,1,in_crosswalk,
California Coalition for Families and Children,1,in_crosswalk,
California Coalition for Grandparent and Relative,1,in_crosswalk,
California Coalition for Grandparent and Relative Caregivers,1,in_crosswalk,
California Coalition for Grandparent and Relative Caretakers,1,in_crosswalk,
California Coalition for Grandparents and Relative Caregivers,1,in_crosswalk,
"California Coalition for Health Choice, the Central Valley and Central Sierra Chapters",1,in_crosswalk,
California Coalition for Immigration Reform American Civil Responsibilities Union,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Coalition for Land Use Recycling,1,in_crosswalk,
California Coalition for Mental Health (CCMH),1,in_crosswalk,
California Coalition for PKU and Allied Disorders,1,in_crosswalk,
California Coalition for Pans/pandas Advocacy,1,in_crosswalk,
California Coalition for Rental Housing,1,in_crosswalk,
California Coalition for Reproductive Freedom,1,in_crosswalk,
California Coalition for Reproductive Rights (CCRR),1,in_crosswalk,
California Coalition for Responsible Parenting - Santa Barbara,1,in_crosswalk,
California Coalition for Rural Housing (CCRH),1,in_crosswalk,
California Coalition for Rural Housing - Sacramento,1,in_crosswalk,
California Coalition for Rural Housing Project,1,in_crosswalk,
California Coalition for Supervised Visitation and,1,already_routed,org_names_partial.csv
California Coalition for Women's Prisoners,1,in_crosswalk,
California Coalition for Worker Power and supported by a large coalition of labor organizations and economic and social justice groups,1,already_routed,narrative_text_mapping_to_orgs.csv
California Coalition for Workers' Compensation,1,in_crosswalk,
California Coalition for Youth California Court Appointed Special Advocate Association,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Coalition for Youth Housing California,1,in_crosswalk,
California Coalition for Youth Law,1,in_crosswalk,
"California Coalition for Youth, co-sponsor with four other youth organizations",1,already_routed,narrative_text_mapping_to_orgs.csv
"California Coalition for Youth, which",1,already_routed,narrative_text_mapping_to_orgs.csv
California Coalition for the Restoration of Parental Rights,1,in_crosswalk,
California Coalition of Accredited Career Schools (CCACS),1,in_crosswalk,
California Coalition of Accredited Career Schools (The Coalition),1,in_crosswalk,
California Coalition of Addiction Certifying and Credentialing Organizations,1,in_crosswalk,
California Coalition of Addiction Certifying and Credentialing: Organizations,1,in_crosswalk,
California Coalition of Agencies Servicing the Deaf & Hard of Hearing,1,in_crosswalk,
California Coalition of Agencies Serving Deaf & and of Hearing Persons (CCASDHH),1,in_crosswalk,
California Coalition of Agencies Serving the,1,in_crosswalk,
California Coalition of Agencies Serving the Deaf & Hard of Hearing Persons,1,in_crosswalk,
"California Coalition of Agencies serving Deaf and Hard of Hearing, Inc",1,in_crosswalk,
California Coalition of Agencies serving the Deaf and Hard,1,in_crosswalk,
California Coalition of Agencies serving the Deaf and Hard of Hearing,1,in_crosswalk,
California Coalition of Batterers Intervention Programs,1,in_crosswalk,
California Coalition of Batterers' Intervention Programs,1,in_crosswalk,
California Coalition of CCRC Residents,1,in_crosswalk,
California Coalition of Cerebral Palsy,1,in_crosswalk,
California Coalition of Cerebral Palsy Association,1,in_crosswalk,
California Coalition of Clinical Laboratory Professions,1,in_crosswalk,
California Coalition of Consumers,1,in_crosswalk,
California Coalition of Domestic Employment Agencies,1,in_crosswalk,
California Coalition of Domestic Referral Agencies,1,in_crosswalk,
California Coalition of Domestic Referral Agencies (CCDRA),1,in_crosswalk,
California Coalition of Grand Parent Caregivers,1,in_crosswalk,
California Coalition of HICAP Association,1,in_crosswalk,
California Coalition of Independent Living Centers,1,in_crosswalk,
California Coalition of Law,1,in_crosswalk,
California Coalition of Law Enforcement Agencies to provide funding for the maintenance of the California Peace Officer Memorial in Sacramento,1,already_routed,narrative_text_mapping_to_orgs.csv
California Coalition of Law Enforcement Associations (CCLEA),1,in_crosswalk,
California Coalition of Local Health Department Nursing,1,in_crosswalk,
California Coalition of Local health,1,in_crosswalk,
California Coalition of Nurse Practitioners to conform California law to a recent change in federal regulations,1,already_routed,narrative_text_mapping_to_orgs.csv
California Coalition of Options Schools,1,in_crosswalk,
California Coalition of Public and Private Sector Organizations,1,in_crosswalk,
California Coalition of State Rheumatology,1,in_crosswalk,
California Coalition of Travel Agents to improve the operation of California's Seller of Travel Law by easing disclosure requirements,1,already_routed,narrative_text_mapping_to_orgs.csv
California Coalition of United Cerebral Palsy Associations (UCPA),1,in_crosswalk,
California Coalition of Youth,1,in_crosswalk,
California Coalition of Youth (CCY),1,in_crosswalk,
California Coalition of law Enforcement Associations,1,in_crosswalk,
California Coalition of the United Cerebral,1,in_crosswalk,
California Coalition on Crimes Against People with Disabilities,1,in_crosswalk,
California Coalition on Domestic Referral Agencies,1,in_crosswalk,
California Coalition on Government Contracting,1,in_crosswalk,
California Coalition on Workers' Compensation (CCWCC),1,in_crosswalk,
California Coalition on Workers' Compensation CSAC Excess Insurance Authority,1,in_crosswalk,
California Coalition on the Status of Women,1,in_crosswalk,
California Coalition to Fight Hardcore Drunk Driving,1,in_crosswalk,
California Coalition to Save Older Adult Education,1,in_crosswalk,
"California Coalition, United Cerebral Palsy Association",1,in_crosswalk,
California Coalitions on Workers' Compensation,1,in_crosswalk,
California Coalitition on Workers' Compensation (CCWC),1,in_crosswalk,
California Coast Crab Association,1,in_crosswalk,
California Coast Forest Association,1,in_crosswalk,
California Coastal,1,in_crosswalk,
California Coastal Coalition (coastal cities and counties),1,in_crosswalk,
"California Coastal Coalition, California",1,in_crosswalk,
"California Coastal Coalition, California League",1,in_crosswalk,
California Coastal Com. v. Superior Court (1989) 210 Cal.App.3d 1488,1,already_routed,org_names_invalid.csv
California Coastal Commission (interim support pending Commission action),1,already_routed,narrative_text_mapping_to_orgs.csv
California Coastal Commission to compel Caltrans to transfer,1,already_routed,narrative_text_mapping_to_orgs.csv
"California Coastal Commission, California",1,in_crosswalk,
California Coastal Protection,1,in_crosswalk,
California Coastal Rural Development Association,1,in_crosswalk,
California Coastal Rural Development Corporation (Cal Coastal),1,in_crosswalk,
California Coastal Trail Association/Coastwalk California,1,in_crosswalk,
California CoastalCommission,1,in_crosswalk,
"California Coastkeeper (testified at Asm. Nat. | |California Coastal Coalition (testified at Asm. | |Heart and Soul Coalition, The (Orange County) | |Huntington Beach Wetlands Conservancy & Wildlife | |Silverado Modjeska Recreation and Parks District | |Southern California Wetlands Recovery Project))",1,already_routed,conjoined_text_mapping_to_orgs.csv
California Coastkeeper Alliance (CCK) and a number of environmental organizations,1,already_routed,narrative_text_mapping_to_orgs.csv
California Coastkeeper Alliance and The Otter Project,1,already_routed,conjoined_text_mapping_to_orgs.csv
California CoastkeeperAlliance,1,in_crosswalk,
California Code Enforcement Corporation,1,in_crosswalk,
California Code Enforcement Council,1,in_crosswalk,
"California Code of Regulations and Credit Course Repetition Guidelines - CCC Chancellor's Office, November",1,already_routed,narrative_text_mapping_to_orgs.csv
California Coin and Bullion,1,in_crosswalk,
California Collaboration,1,in_crosswalk,
California Collaboration for Youth (CCY) has taken an,1,already_routed,narrative_text_mapping_to_orgs.csv
California Collaboration for Youth (CCY) has taken an oppose unless amended position and,1,already_routed,narrative_text_mapping_to_orgs.csv
"California Collaboration for Youth American Camping Association, Southern California Section American Camping Association, Northern California Section Campfire Bay Area Council Campfire Council of the Foothills Orange County Council, Boy Scouts of America (BSA) Western Los Angeles County Council, BSA San Gabriel Valley Council, BSA Girl Scout Councils of California Girl Scouts of Monterey Bay Girl Scouts, Joshua Tree Council Girl Scouts, Napa-Solano Council Channel Islands YMCA",1,already_routed,conjoined_text_mapping_to_orgs.csv
"California Collaboration for Youth, California State",1,in_crosswalk,
California Collaborative,1,in_crosswalk,
California Collaborative for Long Term Services,1,in_crosswalk,
California Collaborative for Long-term Services and Supports,1,in_crosswalk,
California Collaborative of Immigrant Justice,1,in_crosswalk,
California College CEO Board,1,in_crosswalk,
California College Deans of Social Work,1,in_crosswalk,
California College League,1,in_crosswalk,
California College and Police Chiefs Association,1,in_crosswalk,
California College and University Police Chief's Association,1,in_crosswalk,
California College and University Police Chiefs Associaiton,1,in_crosswalk,
California College and University Police Chiefs Association Chief,1,in_crosswalk,
California College and University Police Chiefs Association has taken a position,1,in_crosswalk,
California College and University of Police Chiefs,1,in_crosswalk,
California College and university Police Chiefs Association,1,in_crosswalk,
California College of Barbering and Cosmetology,1,in_crosswalk,
California College of Emergency Physicians (California ACEP),1,in_crosswalk,
California College of Law,1,in_crosswalk,
California College of Obstetricians and Gynecologists,1,in_crosswalk,
California Colleges Chancellors Office,1,in_crosswalk,
California Colleges and Universities,1,in_crosswalk,
California Colleges and University Police Chiefs,1,in_crosswalk,
California Collie Fanciers,1,in_crosswalk,
California Colorectal Cancer Coalition (C4),1,in_crosswalk,
"California Commerce Club, Inc",1,in_crosswalk,
California Commission 0n Aging,1,in_crosswalk,
California Commission Aging,1,in_crosswalk,
California Commission On the Status of Women,1,in_crosswalk,
California Commission on,1,in_crosswalk,
California Commission on APIA Affairs,1,in_crosswalk,
California Commission on Access to Justice (in part),1,in_crosswalk,
California Commission on Aging Alzheimer's Association,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Commission on Aging California Hospital Association,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Commission on Aging is in strong,1,already_routed,narrative_text_mapping_to_orgs.csv
California Commission on Asian Pacific Islander,1,in_crosswalk,
California Commission on Asian and Pacific Islander American,1,in_crosswalk,
California Commission on Teacher Credentialing (CTC),1,in_crosswalk,
California Commission on The Status of Women,1,in_crosswalk,
California Commission on Uniform Law,1,in_crosswalk,
California Commission on Uniform Laws,1,in_crosswalk,
California Commission on Uniform State Laws (Bion),1,in_crosswalk,
California Commission on Uniform State Laws and National,1,in_crosswalk,
California Commission on the Status of,1,in_crosswalk,
California Commission on the Status of Women (CCSW),1,in_crosswalk,
California Commission on the Status of Women And Girls,1,in_crosswalk,
California Commission on the Status of Women and Equal Rights,1,in_crosswalk,
California Commission on the Status of Women and Girls (CCSWG),1,in_crosswalk,
California Commission on the Status of Women to address a coverage inequity with regard to maternity care,1,already_routed,narrative_text_mapping_to_orgs.csv
"California Commission on the Status of Women, National Youth Center for Law",1,already_routed,conjoined_text_mapping_to_orgs.csv
California Commission on the Status |EarthWorks Enterprises,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Committees Against Toxics,1,in_crosswalk,
"California Common Cause. In its letter of support, the California Common",1,already_routed,narrative_text_mapping_to_orgs.csv
California Common Cause: Health Access California,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Communication Association (CalComm),1,in_crosswalk,
California Communications Association (Cal Com),1,in_crosswalk,
California Communications Association's Independent Telephone,1,in_crosswalk,
California Communications Association-California Cable and Telecommunications Association,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Communications Association-Independent Telephone Company Group,1,in_crosswalk,
California Communities Against Toxics California League of Conservation Voters Natural Resources Defense Council Sierra Club California Union of Concerned Scientists,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Communities Against Toxics and,1,in_crosswalk,
"California Communities Against Toxics, California League of California Voters, Center",1,already_routed,conjoined_text_mapping_to_orgs.csv
"California Communities Against Toxics, California Safe Schools, Center on Race, Poverty, and the Environment, Clean Power",1,already_routed,conjoined_text_mapping_to_orgs.csv
"California Communities Against Toxics, Sierra Club California",1,already_routed,conjoined_text_mapping_to_orgs.csv
California Communities United Institute (CAlComUI),1,in_crosswalk,
California Communities United Institute (CalCOMUI),1,in_crosswalk,
California Communities United Institute (CalComUI.),1,in_crosswalk,
California Communities United Institute California Equity Leaders Network,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Communities United Institute California Women Lawyers,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Communities United Institute: California Labor Federation,1,already_routed,conjoined_text_mapping_to_orgs.csv
"California Communities United Institute: California Senior Legislature, Community Health Partnership",1,already_routed,conjoined_text_mapping_to_orgs.csv
California Communities United for Restorative Youth Justice,1,in_crosswalk,
California Communities United institute (CalComUI),1,in_crosswalk,
California Communities Untied Institute (CalComUI.),1,in_crosswalk,
California Communities Urban Institute,1,in_crosswalk,
California Community Action and Environmental Justice,1,in_crosswalk,
California Community Builders and The Two Hundred,1,in_crosswalk,
California Community Builders writes,1,already_routed,narrative_text_mapping_to_orgs.csv
California Community Choice Assn,1,in_crosswalk,
California Community Choice Association (Cal CCA),1,in_crosswalk,
California Community Choice Association (CalCCA) has an,1,already_routed,narrative_text_mapping_to_orgs.csv
California Community Clinic Dental,1,in_crosswalk,
California Community College (CCC),1,in_crosswalk,
California Community College Athletic Director's Association,1,in_crosswalk,
California Community College CalWORKS Association,1,in_crosswalk,
California Community College CalWORKs Associates,1,in_crosswalk,
California Community College CalWORKs Association (CCC CWA),1,in_crosswalk,
California Community College Chancellor's Office (CCCCO),1,in_crosswalk,
California Community College Chief Instructional Officers,1,in_crosswalk,
California Community College Chief Student Services Officers,1,in_crosswalk,
California Community College Educators of Older Adults,1,in_crosswalk,
California Community College Ethnic Studies Faculty Council,1,in_crosswalk,
California Community College Extended Opportunity and Services,1,in_crosswalk,
California Community College Foundation,1,in_crosswalk,
California Community College Independents (CCCI),1,in_crosswalk,
California Community College Police Chief's Association,1,in_crosswalk,
California Community College Police Chiefos,1,in_crosswalk,
California Community College Student Financial Aid Administrators,1,in_crosswalk,
California Community College Trustees Board,1,in_crosswalk,
California Community College Trustees and Chief Executive,1,in_crosswalk,
California Community College Trustees boards of the Community College,1,already_routed,narrative_text_mapping_to_orgs.csv
California Community College league,1,in_crosswalk,
"California Community College, Board of Governors",1,in_crosswalk,
California Community Colleges (Chancellor's Office),1,in_crosswalk,
"California Community Colleges - Employer Engagement for Agriculutre, Water & Environmental Programs",1,in_crosswalk,
California Community Colleges -- Support,1,in_crosswalk,
California Community Colleges Agriculture & Natural Resources,1,in_crosswalk,
California Community Colleges Association For Occupational Education,1,in_crosswalk,
California Community Colleges Association of Student Financial Aid Administrators Association,1,in_crosswalk,
California Community Colleges CALWORKs Association,1,in_crosswalk,
California Community Colleges California Federation of Teachers,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Community Colleges Chancellor's Offic,1,in_crosswalk,
"California Community Colleges Chancellor's Office California Department of Education Advancement Project American Federation of State, County and Municipal Employees Association of California School Administrators California Chamber of Commerce California Communities United Institute California Community College Association for Occupational Education California Hospital Association California School Boards Association California State PTA Career Ladders Project Community College Districts of Contra Costa, Feather River, Mt. San Jacinto, Napa Valley, San Luis Obispo, and San Mateo Faculty Association of the California Community Colleges Foothill College Green Tech Education and Employment Los Angeles County Office of Education Metropolitan Education District North State Building Industry Association Placer Union High School District Real Coalition: Silicon Valley Leadership Group",1,already_routed,conjoined_text_mapping_to_orgs.csv
"California Community Colleges Chancellor's Office California Department of Education Advancement Project American Federation of State, County and Municipal Employees Association of California School Administrators California Communities United Institute California Community College Association for Occupational Education California Hospital Association California School Boards Association California State PTA Career Ladders Project Community College Districts of Contra Costa, Feather River, Mt. San Jacinto, Napa Valley, San Luis Obispo, and San Mateo Faculty Association of the California Community Colleges Foothill College Metropolitan Education District North State Building Industry Association Placer Union High School District Real Coalition: Silicon Valley Leadership Group",1,already_routed,conjoined_text_mapping_to_orgs.csv
"California Community Colleges Chancellor's Office, Allied Health Programs",1,in_crosswalk,
California Community Colleges Classified Senate (4CS),1,in_crosswalk,
California Community Colleges Economic Development Network,1,in_crosswalk,
California Community Colleges Extended Opportunity Program and Services Association,1,in_crosswalk,
California Community Colleges Extended Opportunity Programs and Services Association,1,in_crosswalk,
California Community Colleges Foundation,1,in_crosswalk,
California Community Colleges Independents,1,in_crosswalk,
California Community Colleges Los Angeles Unified School District Student Senate for California Community Colleges,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Community Colleges Student Financial Aid Administrators,1,in_crosswalk,
California Community Colleges Student Financial Aid Association,1,in_crosswalk,
California Community Colleges The California State University,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Community Colleges Toward,1,already_routed,narrative_text_mapping_to_orgs.csv
California Community Colleges and the California Nurses Association,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Community Colleges of Teachers,1,already_routed,org_names_partial.csv
California Community Colleges' Association of Chief Business Officials,1,in_crosswalk,
"California Community Colleges, The Chancellor's Office",1,in_crosswalk,
"California Community Colleges, Vice Chancellor's Office",1,in_crosswalk,
California Community Collegeso Chancelloros Office,1,in_crosswalk,
California Community Defense League,1,in_crosswalk,
California Community Economic Development Assn,1,in_crosswalk,
"California Community Economic Development Association, Kevin Sanada, Director of Programs and Policy",1,in_crosswalk,
California Community Economic Development Corporation,1,in_crosswalk,
California Community Economic: Development Association,1,in_crosswalk,
California Community Economics Developments Association,1,in_crosswalk,
California Community Health Advocates,1,in_crosswalk,
California Community Pharmacist Coalition,1,in_crosswalk,
California Community Pharmacy Coalition (CCPC),1,in_crosswalk,
California Community Pharmacy Coalition is in strong,1,already_routed,narrative_text_mapping_to_orgs.csv
California Competes Higher Education for a Strong Economy,1,in_crosswalk,
California Competes wrote,1,in_crosswalk,
"California Concrete Contractors Association, American",1,in_crosswalk,
California Confederation for the Arts,1,in_crosswalk,
California Conference Bd. Of Amalgamated,1,in_crosswalk,
California Conference Board Amalgamated Transit Union,1,in_crosswalk,
California Conference Board of Amalgamated Transit,1,in_crosswalk,
California Conference Board of Machinists,1,in_crosswalk,
California Conference Board of amalgamated Transit Union,1,in_crosswalk,
California Conference Board of the (Kuehl) Union,1,in_crosswalk,
California Conference Board of the Alamagamated Transit Union,1,in_crosswalk,
California Conference Board of the Almagamated Transit Union,1,in_crosswalk,
California Conference Board of the Amalgamated Transportation Union,1,in_crosswalk,
California Conference Board of the Amalgameted Transit,1,in_crosswalk,
California Conference Board- Amalgamated Transit Union,1,in_crosswalk,
California Conference Boards of the Amalgamated Transit Union,1,in_crosswalk,
California Conference Of Machinists San Diego Gas & Electric,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Conference board of the Amalgamated Transit,1,in_crosswalk,
California Conference board of the Amalgarnated Transit Union,1,in_crosswalk,
California Conference for Local Health Data,1,in_crosswalk,
California Conference of Amalgamated Transit Unions,1,in_crosswalk,
California Conference of Bar Association,1,in_crosswalk,
California Conference of Bar Associations and supported by the Red Cross,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Conference of California Bishops,1,in_crosswalk,
California Conference of Carpenters and supported by the Western States Regional Council of Carpenters,1,already_routed,conjoined_text_mapping_to_orgs.csv
California Conference of Directors of Environmental,1,in_crosswalk,
"California Conference of Directors of Environmental Health, California Department of Public Health",1,already_routed,conjoined_text_mapping_to_orgs.csv
California Conference of Employer Associations,1,in_crosswalk,
California Conference of Local AIDS,1,in_crosswalk,
California Conference of Local AIDS Directors (CCLAD),1,in_crosswalk,
California Conference of Local Health Department Nutritionist,1,in_crosswalk,
California Conference of Local Health Officers and Health,1,in_crosswalk,
California Conference of Local Health Offices,1,in_crosswalk,
California Conference of Local Health Offices (CCLHO),1,in_crosswalk,
California Conference of Local Health Officials,1,in_crosswalk,
California Conference of Local health,1,in_crosswalk,
California Conference of Local health Officers,1,in_crosswalk,
California Conference of Machinists (IAM),1,in_crosswalk,
California Conference of Machinists California Nurses Association,1,already_routed,conjoined_text_mapping_to_orgs.csv
