org_name,bills_supported
California Alliance for Retired Americans California Alzheimer's Association,1
California Alliance for Retired Americans - Co-Sponsor,1
California Alliance for Retired Americans (previous version),1
California Alliance for Retired Americans (former co-sponsor) (to April 5 version only),1
"California Alliance for Retired Americans (as amended May 26, 2006)",1
"California Alliance for Retired Americans (as amended March 28, 2006)",1
"California Alliance for Retired Americans (CARA), sponsor of this Resolution",1
California Alliance for Retired Americans (CARA) - sponsor,1
California Alliance for Retired Americans (CARA) - Co-sponsor,1
California Alliance for Retired Americans (CARA) (support if amend),1
California Alliance for Pride and Equality and National Center for Lesbian Rights (NCLR),1
California Alliance for Pride and Equality (Co Sponsor),1
California Alliance for Pride and Equality (CAPE): Lambda Letters Project,1
California Alliance for Pride and Equality (CAPE,1
California Alliance for Family Farms|Morris Grassfed Beef,1
California Alliance for Consumer Protection: Privacy Rights Clearinghouse,1
"California Alliance for Consumer Protection, Computing Technology Industry Association (CompTIA), Microsoft, Tech Net",1
California Alliance for Consumer Protection (support if amend),1
California Alliance for Consumer Protection (prior amended version),1
California Alliance for Children and Family Services state,1
California Alliance for Children and Family Services and the County of Monterey,1
California Alliance for Child and Family Services - sponsor,1
"California Alliance for Child and Family Services (the Alliance), in support",1
California Alliance for Arts Education (PRIOR VERSION),1
California Alliance for (Cohn),1
California Alliance Concerned with School Age Parenting and Pregnancy: Prevention,1
California Alliance Concerned With,1
California Alliance Against Domestic Violence Communities of Color Program,1
California Allergy Support & Anaphylaxis Prevention (CAASAP),1
California Alcohol and Drug Program Administrators Association: of California,1
California Alcohol and Drug Program Administrations Association of California,1
California Alcohol and Drug Administrators Association of Calif,1
California Alcohol Policy Alliance and member organizations,1
California Airport Council to reduce the audit obligation for customer facility charges imposed by the airports on rental car customers,1
"California Air Pollution Control |Mayor, Curt Pringle",1
California Air Pollution Control Officer's Association (in concept),1
California Agriculture Economic Facts,1
California Agricultural Teachers' Association/California Future Farmers of American Foundation,1
California Agricultural Teachers Associaition,1
California Agricultural Commissioners and Sealers Association (sponsor of weights and measures language),1
California Agricultural Commissioners and Sealers Association (Reflects support for the 6/27/05 version of AB 1059),1
California Agricultural Commissioners and Sealers Ass'n,1
California Agricultural Commissioners and San Luis Obispo Chamber of Commerce,1
California Agricultural Commissioners and Dealers Association,1
California Agricultural Commissioners and California growers,1
California Agricultural Commissioners and (Matthews),1
California Agricultural Commissioners Unknown and Sealers Association,1
California Agricultural Commissioners & Sealers Association (Sponsors),1
California Agricultural C-ommissioners and Sealers Association,1
California African-American Chamber of Commerce,1
California African American Chamber of Commerce - co-sponsor,1
California Affordable Housing Law Project - Oakland,1
California Affordable Housing Institute for Persons with,1
California Affordable Housing Coalition for,1
California Aerospace and Technology Association of California,1
California Advocates for people with Food Allergies (CAFA),1
California Advocates for Nursing Home: Reform,1
California Advocates for Nursing Home Reforms (CANHR) co-sponsor,1
"California Advocates for Nursing Home Reform, a sponsor of AB 2075",1
California Advocates for Nursing Home Reform to ensure,1
California Advocates for Nursing Home Reform and Disability Rights California also,1
California Advocates for Nursing Home Reform and,1
California Advocates for Nursing Home Reform Consumer Attorneys of California AARP California Association of Regional Center Agencies California Collaborative for Long-Term Services and,1
California Advocates for Nursing Home Reform California Association of Health Facilities Congress of California Seniors,1
California Advocates for Nursing Home Reform - Sponsor,1
California Advocates for Nursing Home Reform (previous version),1
"California Advocates for Nursing Home Reform (March 7, 2023 version)",1
"California Advocates for Nursing Home Reform (CANHR), the sponsor of AB 979",1
"California Advocates for Nursing Home Reform (CANHR), the sponsor of AB 1309",1
California Advocates for Nursing Home Reform (CANHR) writes,1
California Advocates for Nursing Home Reform (CANHR) and Disability Rights California (DRC) to make it easier for individuals with Medi-Cal coverage who are in a LTC facility to return home,1
"California Advocates for California Labor Federation, AFL-CIO",1
"California Advocates (Twentynine Palms Water District, Association of California Water Agencies",1
California Adult Education Administrators Association (based on prior version of the bill),1
"California Adoption Alliance California Congress of Parents, Teachers and Students, Inc. SB 1811 (Polanco)",1
California Adolescent Nutrition and Fitness Program (prior version),1
California Adolescent Health Committee,1
California Acupuncture Oriental Medicine |Association,1
California Action Coalition for Arts SB 639 (McPherson) continued,1
California Access Coalition and Psychiatric Physicians Alliance of California and supported by providers,1
California Access Coalition and Psychiatric Physicians Alliance of California,1
California Academy of Physicians Assistants (CAPA),1
California Academy of Physician Assistants to clarify several inconsistencies and omissions in current law and to expand the types of medical exams these professionals are authorized to conduct,1
California Academy of Physician Assistants (prior version),1
California Academy of Physician Assistants (current version of the bill),1
California Academy of PAs (as proposed to be amended),1
California Academy of Opththalmology (current version of the bill),1
California Academy of Opthalmology (prior version),1
California Academy of Family Physicians: Alzheimer's Association,1
California Academy of Family Physicians writes,1
California Academy of Family Physicians and the California Medical Association state,1
California Academy of Family Physicians : Alzheimer's Association,1
California Academy of Family Physicians (prior version),1
California Academy of Family Physicians (CAFP) states,1
California Academy of Family Physician,1
California Academy of Family Physicans,1
California Academy of Child and Adolescent Psychiatry (Cal- ACAP),1
California Academy of Child and Adolescent Psychiatry (8/26/09),1
California Academy of Child & Adolescent Psychiatry states,1
California Academy of Child & Adolescent Psychiatry (Prior Version),1
California Academy of Audiology (CAA),1
California Academy Of Family Physicians (prior version),1
"California Abortion and Reproductive Rights Action League, North & South",1
California Abortion and Reproduction Rights Active League,1
California Abortion and Reproduction Rights Action League,1
California Abortion Rights Action Leagues,1
California Abortion Rights Action League California Peace Officers Association,1
California Abortion Rights Action League (CARAL),1
California Abortion Rights & Reproductive Action League,1
California Abortion & Reproductive Rights Action League,1
California Abortion & Reproduction Rights Action League,1
California AIDS Healthcare Foundation,1
California AG Rob Bonta,1
California ACORN [Association of Community Organizations for Reform Now,1
"California ACORN (Association of Community Organizations for Reform Now, Inc.)",1
California ACEP | American College of Emergency Physicians,1
California ACC,1
California AB 881 (Rogan) Correctional Peace Officers Assn,1
California AB 849 (Leno) Council of Churches and California IMPACT,1
California AB 76 (Corbett) State Association of Electrical Workers,1
California AB 71 (J. Horton),1
California AB 408 (Steinberg) Court-Appointed Special Advocate Association,1
California AB 407 (Cedillo) National Organization for Women,1
California AB 2389 (Morrow) Medical Association,1
California AB 2263 (Spitzer) Police Chiefs' Association,1
California AB 202 (Knox) Coalition,1
California AB 1899 (Havice) Police Chiefs Association,1
California AB 1475 (Liu) Alliance for Pride and Equality,1
California :Farm Bureau,1
California 9to5,1
California 9-1-1 Advisory Board,1
California - Hawaii State Conference NAACP,1
California - American Association of Retired Persons,1
California (and other,1
California (Wesson) continued,1
California (Thomson) Directors Association (CMHDA),1
California (Nava) Association,1
California (Morrow),1
California (Lideres Campesinas),1
California (Karnette),1
California (Frommer) continued,1
California (Frommer) Association (CDAA),1
California (Floyd) continued,1
California (Dymally) Association,1
California (Correa),1
California (Ackerman) of Counties,1
California (*representing professional,1
California & Nevada Civil Engineers and Land Surveyors Association (March 26th version),1
California #insulin4all,1
Californa Municipal Utility Association,1
Califonria Federation of Teachers,1
Calif. Teachers Assn. (CTA) - sponsor,1
Calif. Teachers Ass'n,1
Calif. State Sheriffs Assoc,1
"Calif. State Firefighters' Assn., Inc",1
Calif. State Assn. of Electrical Workers,1
Calif. School Employees Ass'n,1
Calif. Rural Legal Assistance,1
Calif. Public Interest Research Group,1
Calif. Municipal Utilities Assn.Sierra Club of California,1
Calif. Medical Assn,1
Calif. Leg. Affairs Council of the American Society of Safety Engineers,1
Calif. Law Revision CommissionNone on file,1
Calif. Law Revision Commission None on file,1
Calif. Land Title Assn,1
Calif. Korean War Veterans Remembrance Memorial Board,1
Calif. Dept. of Veteran Affairs Council,1
Calif. Dept. of Forestry Employees Assn,1
Calif. Conference of Local MCAH Directors,1
Calif. Collaboration of Youth,1
Calif. Coalition of Local Health Department Nursing Directors,1
Calif. Business Properties Assoc,1
"Calif. Association of Sheet Metal and Air Conditioning Contractors, National Association",1
Calif. Association of Rehabilitation and Reemployment Professionals,1
Calif. Association of County Veterans Services Officers,1
Calif. Assn. of Long Distance Telephone Companies,1
Calif. Assn. of Counties,1
Calif. Assn. for the Education of Young Children,1
Calif. Applicants' Attorneys Ass'n,1
Calif-ornia Library Services Board,1
Calif- ornia Library Services Board,1
"Calif, Psychiatric Ass'n",1
Cali- fornia Self-Insurers Association (CSIA),1
Calfiornia second-hand Dealer Invetigation Association,1
Calfiornia Medical Association,1
Calfiornia Dental Association,1
"Calfiornia Conference Board, amalgamated Transit Union",1
Calfiornia College and University Police,1
Calexico Chamber of Commerce Board of Directors,1
Calbroadband Calcom Association,1
Calbiochem-Novabiochem International - San Diego,1
Calaveras County Sheriffs' Department,1
Calaveras County Sheriff Gary Kuntz,1
"Calaveras County Clerk-Recorder, Rebecca Turner",1
Calaveras County Clerk- Recorder,1
"Calaveras County Assessor Leslie K. Davis, California Assessors' Association, California Chamber of Commerce",1
Calasian Chamber Of Commerce (prior version),1
Calabasas Mayor Lucy Martin,1
Calabasas Councilmember Ed Albrecht,1
Calabasas Councilmember David Shapiro,1
Calabasas Chamber of Commerce,1
CalWORKs families need,1
CalWORKS child care eligibility from 10 years of age,1
"CalTax, California Manufacturers and Technology Association",1
CalSTRS writes,1
"CalSTRS to determine the form, including electronic, that county",1
CalSTRS to (1) prescribe the form of accepting electronically signed,1
CalSTA accurately,1
CalPirg California Public Interest Research Group,1
CalPartners and the Alcohol Policy Network of Alameda County,1
CalPartners and the Alcohol Policy Network of Alameda,1
CalPIRG California Public Interest Research Group,1
CalPERS' information technology (IT) systems were unable,1
CalPERS Board of Administration (previous version),1
CalPACE writes,1
CalPACE - Sponsor,1
CalOHA,1
CalNonprofits strongly,1
CalNonprofits and a range of individual nonprofit organizations,1
CalLPIRG,1
"CalKIDS June 30, 2023 Annual",1
CalHHS,1
CalGEM,1
CalFood incrnia Student Aid Commission,1
"CalFIRE Local 2881, which represents CalFIRE firefighters",1
"CalFIRE Firefighters, Local 2881",1
CalExpo,1
"CalEnergy Co., Imperial County, Independent",1
CalEPA to reorganize,1
CalEPA to convert the state's report and document producing process from print form to electronic and compact disc form,1
CalEITC Coalition - SPONSOR,1
CalDerm-California Society of Dermatology & Dermatologic Surgery (co,1
CalDRA,1
CalChamber writes,1
CalChamber (Previous Version),1
CalCIMA strongly,1
CalBroadband|The California Broadband & Video Association,1
CalBridge,1
CalAware California Federation of Teachers,1
CalACEP also,1
Cal/Nevada Conference of Operating Engineers,1
Cal/Chief/Fire Districts Legislative Task Force Committee,1
Cal/ACEP,1
"Cal., Orange County, San Diego and Silicon Valley chapters",1
"Cal. District, American Academy of Pediatrics",1
Cal. Assn. of School-Based and School-Linked Health Programs,1
"Cal-Sierra Disposal, Inc",1
Cal-RHA,1
Cal-Pine,1
Cal-PERG,1
Cal-OPTIMA,1
Cal-Asian Chamber of Commerce,1
"Cal, or if they qualify, through a qualified health plan in the state's",1
Cal program will be able to access these products. The Pharmaceutical,1
Cal VCB,1
Cal State Student Association (prior version),1
Cal Poly Alumni Assoc,1
Cal Poly - San Luis Obispo,1
Cal PIRG,1
Cal OES,1
"Cal Fire, Local 2881",1
Cal Fire Local 2881 Calbroadband,1
"Cal FIRE, Local 2881",1
Cal FIRE Local 2881,1
Cal EPA and the State Water Resources Control,1
"Cal Chapter, American College of Emergency Physicians",1
Cal Chamber of Commerce,1
Cal Asian Pacific Islander Chamber of Commerce,1
Cal Asian Chamber of Commerce (previous version),1
Cal,1
"Cakkabder Associates Landscape Architecture, Inc",1
"Cajon, and Jackson",1
"Cajon, San Diego",1
"Caity Maple, Councilmember District 5",1
Cair-la,1
Cair San Diego,1
Cadem Assembly District 73 Elected Delegates,1
Cabrillo High School - Long Beach,1
Cabrillo Economic Development Corporation - Saticoy,1
Cabrillo Economic Development Corporation (Ventura),1
Cabrillo (Kuehl) Corporation,1
"Cable and Telecommunications Association, creates a public and transparent",1
Cabazon Chamber of Commerce,1
CaCOA,1
Ca. Unemployment Insurance Appeals Board,1
Ca. Shore and Beach Preservation Assoc. (Sponsors),1
Ca. Medical Association,1
Ca. Law Revision Comm.None on file,1
Ca. Law Revision Comm. None on file,1
Ca. Assoc. for Local Economic Development & City of Hesperia,1
Ca State Conference of the National Association for the Advancement of Colored People,1
Ca Psychological Association,1
Ca Manufacturers Assoc. & Ca Cattlemen's Assoc,1
Ca Business Properties Assoc,1
C]Worthy,1
CYTYC Corporation (CYTYC - sponsor),1
"CWO and WO Association, United States Coast Guard",1
CWN,1
CWMP provides grants and educational resources,1
CWDA strongly,1
CWDA participated in the MRCS Task Force to inform its recommendations and,1
CWDA however cannot,1
"CWA local 9423 (San Jose, Monterey & Santa Cruz)",1
CWA Local 9199 University of California Student Association,1
"CVSOs offer a holistic approach to veteran support, in stark contrast to unaccredited",1
CVMA and AVMA,1
CVM has achieved AVMA-COE's first level of accreditation and has,1
CURES makes identifying patterns of abuse and diversion of prescription drugs into illicit markets easier because all,1
CURES has clearly established electronic monitoring as a,1
CURES data. SB 360 authorizes DOJ to initiate administrative enforcement,1
CUHW,1
CUCFA,1
CTW:DLW:do 8/20/09 Senate Floor Analyses,1
CTW/DLW:kc 5/21/12 Senate Floor Analyses,1
CTW/DLW:k 8/27/12 Senate Floor Analyses,1
CTW/DLW:k 8/21/12 Senate Floor Analyses,1
CTW/AGB:mel 8/17/05 Senate Floor Analyses,1
CTRA American Federation of State,1
CTIA-the wireless industry trade association,1
CTIA- The Wireless Association,1
"CTIA, the trade association for the wireless communications industry",1
CTIA - The Wireless Association - Sponsor,1
CTC recently expressed,1
"CSW/Stuber-Stroeh Engineering Group, Inc",1
"CSU, the sponsor of AB 656 (McCarty)",1
"CSU, Stanislaus Child Development Center",1
"CSU, Long Beach Chicano and Latino Studies Department",1
CSU to create consistency in its fee waiver policy by extending the benefit afforded undergraduate students to graduate students from the Armed Forces,1
CSU faculty,1
CSU [BOT] welcomes input from all staff and strongly,1
"CSU Northridge President, Dianne F. Harrison",1
CSU Northridge Employees Union SEIU - Local 25798,1
CSU Los Angeles Alumni Assoc,1
CSU Fresno Richard K. Propster,1
CSU Chancellor's Office,1
"CSU Board of Trustees encourages and welcomes input from faculty and staff, and strongly",1
"CSR facilities, provided that they fully implemented",1
CSP-Victim Assistance Programs (Santa Ana),1
CSOAA,1
CSLB/BLET/IBT Rail Conference,1
CSLB generally,1
CSLA,1
CSL in conclusion,1
CSL and aging advocates,1
CSL Plasma/CSL Behring,1
CSHP,1
CSHA,1
CSEA recognizes the intent of this legislation and,1
CSDA conditions its,1
CSD,1
CSCVC,1
CSAC/CWDA (sponsors) County of Sacramento,1
CSAC-Excess Insurance Authority (a joint powers authority representing public entities),1
CSAC-EIA - California Joint Powers Authority,1
CSAC was proud,1
CSAC notes the new structure for community development and affordable,1
CSAC - Excess Insurance Authority,1
"CSAAVE has been housed in CalVet since 2007, and is federally funded, operating under an annual reimbursement contract with the United",1
CSA and supported by the City of West Sacramento,1
CSA,1
CRPA will continue,1
"CROWN Coalition (including: Dove Brand, part of Unilever",1
CRD must also complete their investigations of these,1
CRD,1
CRC,1
CRAC,1
CRA works on behalf of California's retail industry the largest retail market in the United,1
CR also,1
"CR Transfer, Inc",1
CPhA concludes the state needs to concentrate its efforts on smart solutions such as this. CPhA,1
CPUC Website: http://www,1
CPOC is pleased,1
"CPHE - Citizens Preserving Honor in Education (a petition with 1,300 signatures)",1
CPF] is pleased,1
CPF also,1
CPDA strongly,1
CPCA Advocates - Subsidiary of the California Primary Care Association,1
CPA associations from various states,1
CPA also,1
CP:sl/jk/ctl 1/28/98 Senate Floor Analyses,1
CP:sl/jk 7/22/98 Senate Floor Analyses,1
CP:sl/jk 1/28/98 Senate Floor Analyses,1
CP:sl 8/17//93 Senate Floor Analyses,1
CP:nf/jk 1/28/98 Senate Floor Analyses,1
CP:nf/cm/ctl 1/28/98 Senate Floor Analyses,1
CP:jk/sl 8/1/98 Senate Floor Analyses,1
CP:ctl/jk/sl/ctl/cm 8/27/98 Senate Floor Analyses,1
CP:ctl/cm/jk 5/28/98 Senate Floor Analyses,1
CP:ctl/cm 8/13/98 Senate Floor Analyses,1
CP:ctl/cm 5/6/98 Senate Floor Analyses,1
CP:ctl/cm 5/26/98 Senate Floor Analyses,1
CP:ctl/cm 5/11/98 Senate Floor Analyses,1
CP:ctl 8/16//94 Senate Floor Analyses,1
CP:ctl 5/196 Senate Floor Analyses,1
CP:ctl /cm 3/19/98 Senate Floor Analyses,1
CP:cm/ctl 8/28/98 Senate Floor Analyses,1
CP:cm/ctl 7/14/98 Senate Floor Analyses,1
CP:cm/ctl 5/5/98 Senate Floor Analyses,1
CP:cm/ctl 5/26/98 Senate Floor Analyses,1
CP/NC:cm 6/24/98 Senate Floor Analyses,1
COX,1
COSM,1
COSH,1
CORA- Community Overcoming Relationship Abuse,1
COR,1
COPA,1
CONTAINED,1
CONSUMER,1
"CONNECT, the UC San Diego Program in Technology and Entrepreneurship",1
"CONFERENCE COMMITTEE VOTE: p. 6221, 8/15/94",1
CONFERENCE COMMITTEE VOTE: 8/28/94,1
CONCERNS The Surety & Fidelity Association of America,1
CONCERNS The California Chamber of Commerce,1
CONCERN: Planning and Conservation League,1
COMMONWEAL: The Juvenile Justice Program,1
COMMITTEE,1
COMMENTS The Ventura County Transportation Commission,1
COMMENTS The DTSC,1
COMMENTS FTB,1
COIN within the Department of Insurance to make insurance companies eligible for the CDFI tax credit,1
CODIS,1
COA looks forward to continued collaboration with the Committee and stands ready,1
CO-SPONSORS!Orange County Fire Department Chief,1
CNOA continues that a number of,1
CNMA,1
CNHH,1
CNCB,1
CNA strongly,1
"CMUA, sponsor of this measure",1
CMS,1
CMPA,1
CMG,1
"CME (Connect, Motivate, Educate) Society of San Jose State University",1
"CME (Connect, Motivate Educate) Society of San Jose State University",1
CMDA,1
CMD indicates it has no discretionary funds to continue its,1
CMA strongly,1
CLUE-Los Angeles,1
CLUE-LA,1
CLUE Ventura County,1
CLUE California (Clergy and Laity United for Economic Justice),1
CLTCOA,1
CLTA also,1
CLTA,1
CLF also,1
CLECA - D,1
CLCR,1
CLASIAN Chamber of Commerce,1
CLARE|Matrix,1
CLARE|MATRIX,1
CLAIM-GV,1
CJ - Ventures,1
CIWMB to address what is perceived as an artificial and unnecessary barrier to cleaning up abandoned and illegal disposal sites,1
CIWMB member Cheryl Peace and Sierra Club,1
CITIES OF,1
CIO: Numerous individuals,1
CIO (previous version),1
CIO (letter received on previous version of bill),1
CILS,1
"CIF- North Coast Section - Humboldt, Del Norte, Mendocino, Sonoma",1
CIF - Southern Section,1
"CIF - North Coast Section - Humboldt, Del Norte, Mendocino, and Sonoma Counties",1
"CICC (Chemical manufacturers, distributors & users), California League of Conservation",1
CHPCA,1
CHP and MADD,1
CHORDS Academy of the Arts (prior version),1
"CHOICES (Teen Awareness, Inc.)",1
CHOICES,1
CHOC Children's Hospital: Family Voices of California,1
CHILD USA/CHILD USAdvocacy writes the following,1
CHHSA also,1
CHHSA,1
CHFFA to continue,1
CHEAC concludes that local health departments,1
CHCs rely on IMGs to close the gaps in primary care and,1
CHCA,1
CHC also,1
CHBRP analysis,1
CHBRP also,1
CHBRP,1
CHARO Community Development Group,1
CHARO Community Development Corporation - Los Angeles,1
CHANGE - Californians for a Healthy and Green Economy,1
CHANGE,1
CHA notes,1
CHA is concerned about the challenges with reporting the health outcomes related AHRQ indicators. Hospitals can generate information on whom they serve,1
CHA expresses overall opposition to OHCA's current actions and,1
CHA concludes that while hospitals and health systems,1
CHA appreciates this opportunity,1
CHA and its more than 400 member hospitals and health systems respectfully ask for your,1
"CH2MHILL, Chula Vista City Council",1
"CH2Hill, East Bay Municipal Utility District, Environmental Justice Coalition for Water, Long",1
CH+A,1
CGS reports the new staff will consist of two engineering geologists,1
CFT: A Union of Educators and Classified Professionals,1
CFT-a Union of Educators & Classified Professionals,1
"CFT-A Union of Educators & Classified Professionals AFT, AFL-CIO",1
"CFT-A Union of Educator & Classified Professionals, AFT, AFL-CIO",1
"CFT- a Union of Educators & Classified Professionals, AFT, Afl-cio",1
"CFT- a Union of Educators & Classified Professionals, AFT, AFL-CIO (prior version)",1
"CFT- a Union of Educators & Classified Professionals, AFT",1
"CFT- a Union of Educators & Classified Professionals, AFL-CIO",1
"CFT- a Union of Educators & Classified Professionals, AFL, AFL-CIO",1
"CFT- A Union of Educators and Classified Professionals, AFT, AFL-CIO",1
"CFT- A Union of Educators & Classified Professionals, Children's Law Center of California",1
"CFT- A Union of Educators & Classified Professionals AFT, AFL-CIO",1
"CFT- A Union of Educators & Classified Professional, AFT, AFT-CIO",1
"CFT, a Union of Educators and Classified Professionals, AFT, AFL-CIO",1
"CFT, a Union of Educators & Classified Professionals",1
CFT is proud,1
"CFT a Union of Educators & Classified Professionals, AFT, AFL-CIO",1
"CFT -A Union of Educators & Classified Professionals, AFT, AFL-CIO",1
"CFT - a Union of Educators & Classified Professionals, Aft, Afl-cio",1
"CFT - A union of Educators and Classified Professionals, AFT, AFL-CIO",1
"CFT - A Union of Educators and Classified Professionals, AFT, AFL - CIO",1
CFT - A Union of Educators and Classified Professionals,1
"CFT - A Union of Educators & Classified Professionals, AFT, AFL - CIO",1
"CFT - A Union of Educators & Classified Professionals, AFL-CIO",1
CFT (California Federation of Teachers) - A Union of Educators & Classified Professionals,1
CFPB has made clear that,1
CFB,1
CF,1
CERT Members including,1
CELSOC (Consulting Engineers and Land Surveyors of,1
"CEERT Coalition, Sacramento",1
"CEERT - Center for Energy Efficiency and Renewable Technologies, Sacramento",1
CEC's and DFG's permitting processes while still protecting sensitive,1
CEC notes it did not receive any positions for the underlying Program and the work,1
CEC also,1
CEAC Veterans Employment Committee,1
CEA policyholder surcharges,1
CEA,1
CDTFA,1
CDSS further,1
CDSA also urges recognition of the high cost of care in institutional,1
CDR-Child Development Resources,1
CDI/Choices for Children,1
"CDI, sponsor with Equality California",1
CDI to conform various aspects of Medigap policies,1
CDI to align California statutes with the PLMA,1
CDI Commissioner Ricardo Lara,1
CDI Commissioner Lara,1
CDFA collaborates with and provides,1
CDFA also,1
CDF Firefighters: Public Interest Groups,1
"CDF Firefighters, Co-sponsors",1
CDF Firefighters Local 2881 - Co-Sponsor,1
CDF Firefighters Local 1281,1
CDF Firefighters Association Local 2881 - Co-Sponsor,1
"CDE, Physical Fitness Testing Research Files (Jan",1
"CDE, 2018-19 school year",1
"CDE indicates there is insufficient data on individual provider rates to determine a cost estimate, but",1
CDE also,1
CDCR may require additional,1
"CDCR determines an inmate may be an SVP, the director refers the person",1
"CDCR determines an inmate may be an SVP, the CDRC director refers the person to DSH for evaluation. A hearing is held to determine whether",1
CDC Small Business Finance Corporation,1
CDA specifically,1
CD4 Indivisible Network,1
CD 4 Indivisible Network,1
CCoA urges your,1
CCoA,1
CCY also,1
"CCWRO concludes that ""AB 1148 takes meaningful steps in addressing systemic barriers inflicted by our faulty child",1
CCWRO also,1
CCUIH,1
CCUE,1
CCT transition teams work with individuals to develop a safe transition plan that identifies the housing and community,1
CCST,1
CCRS,1
CCLC also,1
CCIA is pleased,1
CCI,1
CCHAL expresses concerns about unchecked board power that could be abused and their letter of opposition,1
CCEEB does not,1
CCEEB cannot,1
CCCs,1
"CCCCO, the sponsor of SB 417",1
CCCC,1
CCCA strongly,1
"CCC Data Mart, CSU enrollment dashboard, and the UC Data Center",1
CCC Chancellor's Office wrote,1
CCBA similarly,1
CCBA previously relied on Resolution 07-02-2015,1
CCB,1
CCASLA,1
CCAPP further,1
CCAN,1
CCALAC would be happy,1
CCA,1
CBIA also,1
CBHDA states they would be,1
CBHDA notes,1
CBHDA further,1
CBCN also,1
CBCN,1
CB Commercial Real Estate Group,1
CA‐NV American Water Works Association,1
CA|PA|PG|PC,1
CAWA- Representing the Automotive Parts Industry,1
CAW,1
CAVSA,1
CAUSE - Statewide Law Enforcement Association,1
CASRA,1
CASH/PCR,1
CASH Community against Sexual Harm,1
CASE Engineering and Laboratory Inc,1
CASC,1
CASA continues that this data is becoming increasingly important,1
"CASA County Chapters of: Alameda, Amador, Butte, Glenn, Contra Costa, Del",1
CARS is pleased,1
CAROCP: the Association of Career and College Readiness Organizations,1
CARES - Sacramento,1
CARE Program and Clinics,1
CARE Ambulance Service -- Kernville,1
CARE,1
"CARB projects these costs as annual and ongoing, though the Appropriations Committee analysis",1
CARAL North/South,1
CARA also,1
CAPT concludes that ensuring the involvement and,1
"CAPT Stephen R. Arends, U.S. Navy/Ret",1
"CAPIRG, California Public Interest Research Group",1
CAPG - The Voice of Accountable Physician Groups,1
CAPCOA also,1
CAPA points to a California Health Care Foundation report that,1
CAOC and GM,1
CAOC also,1
CAO,1
CANRA Task Force Report of 2004,1
CANHR states it has received numerous emails and phone calls from low,1
CANHR and DRC,1
CANHR also,1
CAMTC,1
CAMPBELL - SB 1066,1
CAMLT strongly,1
CAMEO (California Association for Micro Enterprise Opportunity),1
CALpIRG,1
CALchamber,1
CALTCM,1
CALSTART (in concept),1
CALSSA,1
CALSAGA is committed to measures that protect the safety and well-being of security officers and the public and,1
CALR,1
"CALPIRGg, California Public Interest Research Group",1
CALPIRG: California Public Interest Research Group,1
"CALPIRG/CALPIRG Charitable Trust, San Francisco, California",1
CALPIRG- California Public Interest Research Group,1
"CALPIRG, Environment California",1
"CALPIRG, Center for Marine Conservation, East",1
"CALPIRG, California Public Interest Research Group (prior version)",1
CALPIRG writes,1
CALPIRG UC Santa Barbara Chapter,1
CALPIRG UC Riverside Chapter,1
CALPIRG UC Irvine Chapter,1
CALPIRG UC Davis Chapter,1
CALPIRG UC Berkeley Chapter,1
CALPIRG - California Public Interest Research Group,1
CALPIRG (3/26/15 version),1
"CALPERG, California Public Interest Research Group",1
CALPERG,1
CALPCC,1
"CALIFORNIA REFUSE RECYCLING COUNCIL, SOUTHERN DISTRICT",1
CALIFORNIA HEALTHY NAIL SALON COLLABORATIVE (CO-SPONOR) WORKSAFE,1
CALBO strongly,1
CALAsian Chamber of Commerce,1
CALAFCO [in concept,1
CALA,1
"CAL/ACEP indicates that the language that directs the monies, which were appropriated in the Budget, was inadvertently",1
CAL-Trade,1
CAL-TAX,1
CAL-PIRG,1
CAL-OMA,1
"CAL SMACNA, California Teachers Association, Central Valley Education Coalition, Chula Vista Elementary School District",1
CAL SAGA (California Alliance of Licensed Security Guard Agencies),1
CAL PIRG,1
CAL Fire Local 2881,1
"CAL FIRE already establishes the perimeter of a fire for which a state of emergency is declared, and OES",1
"CAL FIRE Local, 2881",1
CAL FIRE Local 2881 (Section 2 of the bill),1
CAIR-LA,1
CAIR-California,1
"CAIR, California Chapter",1
CAIR California (Council on American-Islamic Relations),1
CAI-CLAC,1
"CAHU, Independent Insurance Agents and Brokers Association of California, and the National Association of Insurance and Financial",1
CAHU also,1
CAHU,1
CAHPERD is pleased,1
CAHPERD,1
CAHP is still in discussions with CHBRP about ways to further enhance these analyses to ensure that they continue to,1
CAHP and ACLHIC,1
CAHP also,1
"CAHF describes several disagreements with the bill as drafted, noting that CAHF",1
CAFP,1
CAFF,1
CACTTC is proud to co-sponsor and,1
CACTTC and makes several changes to the laws related to property tax collection,1
CACEO further,1
CABE is pleased,1
CABE Members - Individual Letters (400+),1
CAB enthusiastically,1
CAA strongly,1
CAA is proud,1
CAA further,1
CA/HI NAACP respectfully,1
CA/HI NAACP proudly,1
CA/HI NAACP California State Conference,1
"CA, Inc",1
CA Women's (Kuehl),1
CA Welcomes Coalition (Co Sponsor),1
CA Water Ass'n,1
CA WIC Association (CWA),1
CA Veterinary Medical Assoc,1
CA Thoracic Society,1
CA Texas Buffalo Soldier Association One individual,1
CA Taxpayers' Association (Cal-Tax),1
"CA State Treasurer, Bill Lockyer",1
CA State Sheriffs' Association Association,1
"CA State Legislative Board, Sheet Metal, Air, Rail and Transportation Workers - (SMART-TD)",1
